SENTENCE,DETAILS
"""Because I saw it,"" answered Marakinoff simply.",saw<<VBD>> answered<<VBD>> Marakinoff<<NNP>> simply<<RB>>
"""Not only did I see it, but hardly had I time to make escape through the entrance before it passed whirling and murmuring and its bell sounds all joyous.",Not<<RB>> only<<RB>> did<<VBD>> see<<VBP>> hardly<<RB>> had<<VBD>> time<<NN>> make<<VB>> escape<<NN>> entrance<<NN>> passed<<VBD>> whirling<<VBG>> murmuring<<NN>> bell<<NN>> sounds<<VBZ>> joyous<<JJ>>
Da!,Da<<NN>>
"It was what you call the squeak close, that.""",was<<VBD>> call<<VBP>> squeak<<NN>> close<<RB>>
"""Wait a moment,"" I said--stilling Larry with a gesture.",Wait<<VB>> moment<<NN>> said<<VBD>> stilling<<VBG>> Larry<<NNP>> gesture<<NN>>
"""Do I understand you to say that you were within this place?""",Do<<VBP>> understand<<VB>> say<<VB>> were<<VBD>> place<<NN>>
Marakinoff actually beamed upon me.,Marakinoff<<NNP>> actually<<RB>> beamed<<VBD>>
"""Da, Dr. Goodwin,"" he said, ""I went in when that which comes from it went out!""",Da<<NNP>> Dr.<<NNP>> Goodwin<<NNP>> said<<VBD>> went<<VBD>> when<<WRB>> comes<<VBZ>> went<<VBD>>
"I gaped at him, stricken dumb; into Larry's bellicose attitude crept a suggestion of grudging respect; Olaf, trembling, watched silently.",gaped<<VBD>> stricken<<RB>> dumb<<JJ>> Larry<<NNP>> 's<<POS>> bellicose<<JJ>> attitude<<NN>> crept<<VBD>> suggestion<<NN>> grudging<<VBG>> respect<<NN>> Olaf<<NNP>> trembling<<VBG>> watched<<VBN>> silently<<RB>>
"""Dr. Goodwin and my impetuous young friend, you,"" went on Marakinoff after a moment's silence and I wondered vaguely why he did not include Huldricksson in his address--""it is time that we have an understanding.",Dr.<<NNP>> Goodwin<<NNP>> impetuous<<JJ>> young<<JJ>> friend<<NN>> went<<VBD>> Marakinoff<<NNP>> moment<<NN>> 's<<POS>> silence<<NN>> wondered<<VBD>> vaguely<<RB>> why<<WRB>> did<<VBD>> not<<RB>> include<<VB>> Huldricksson<<NNP>> address<<NN>> is<<VBZ>> time<<NN>> have<<VBP>> understanding<<NN>>
I have a proposal to make to you also.,have<<VBP>> proposal<<NN>> make<<VB>> also<<RB>>
"It is this; we are what you call a bad boat, and all of us are in it.",is<<VBZ>> are<<VBP>> call<<VBP>> bad<<JJ>> boat<<NN>> are<<VBP>>
Da!,Da<<NN>>
"We need all hands, is it not so?",need<<VBP>> hands<<NNS>> is<<VBZ>> not<<RB>> so<<RB>>
"Let us put together our knowledge and our brains and resources--and even a poonch of a mule is a resource,"" he looked wickedly at O'Keefe, ""and pull our boat into quiet waters again.",Let<<VB>> put<<VB>> together<<RB>> knowledge<<NN>> brains<<NNS>> resources<<NNS>> even<<RB>> poonch<<NN>> mule<<NN>> is<<VBZ>> resource<<NN>> looked<<VBD>> wickedly<<RB>> O'Keefe<<NNP>> pull<<VB>> boat<<NN>> quiet<<JJ>> waters<<NNS>> again<<RB>>
"After that--"" ""All very well, Marakinoff,"" interjected Larry, ""but I don't feel very safe in any boat with somebody capable of shooting me through the back.""",very<<RB>> well<<RB>> Marakinoff<<NNP>> interjected<<VBD>> Larry<<NNP>> do<<VBP>> n't<<RB>> feel<<VB>> very<<RB>> safe<<JJ>> boat<<NN>> somebody<<NN>> capable<<JJ>> shooting<<VBG>> back<<NN>>
Marakinoff waved a deprecatory hand.,Marakinoff<<NNP>> waved<<VBD>> deprecatory<<JJ>> hand<<NN>>
"""It was natural that,"" he said, ""logical, da!",was<<VBD>> natural<<JJ>> said<<VBD>> logical<<JJ>> da<<NN>>
"Here is a very great secret, perhaps many secrets to my country invaluable--"" He paused, shaken by some overpowering emotion; the veins in his forehead grew congested, the cold eyes blazed and the guttural voice harshened.",Here<<RB>> is<<VBZ>> very<<RB>> great<<JJ>> secret<<JJ>> perhaps<<RB>> many<<JJ>> secrets<<NNS>> country<<NN>> invaluable<<JJ>> paused<<VBD>> shaken<<VBN>> overpowering<<JJ>> emotion<<NN>> veins<<NNS>> forehead<<NN>> grew<<VBD>> congested<<VBN>> cold<<JJ>> eyes<<NNS>> blazed<<VBN>> guttural<<JJ>> voice<<NN>> harshened<<VBD>>
"""I do not apologize and I do not explain,"" rasped Marakinoff.",do<<VBP>> not<<RB>> apologize<<VB>> do<<VBP>> not<<RB>> explain<<VB>> rasped<<VBD>> Marakinoff<<NNP>>
"""But I will tell you, da!",will<<MD>> tell<<VB>> da<<VB>>
Here is my country sweating blood in an experiment to liberate the world.,Here<<RB>> is<<VBZ>> country<<NN>> sweating<<VBG>> blood<<NN>> experiment<<NN>> liberate<<VB>> world<<NN>>
And here are the other nations ringing us like wolves and waiting to spring at our throats at the least sign of weakness.,here<<RB>> are<<VBP>> other<<JJ>> nations<<NNS>> ringing<<VBG>> wolves<<NNS>> waiting<<VBG>> spring<<NN>> throats<<NNS>> least<<JJS>> sign<<NN>> weakness<<NN>>
"And here are you, Lieutenant O'Keefe of the English wolves, and you Dr. Goodwin of the Yankee pack--and here in this place may be that will enable my country to win its war for the worker.",here<<RB>> are<<VBP>> Lieutenant<<NNP>> O'Keefe<<NNP>> English<<NNP>> wolves<<NNS>> Dr.<<NNP>> Goodwin<<NNP>> Yankee<<NNP>> pack<<NN>> here<<RB>> place<<NN>> may<<MD>> be<<VB>> will<<MD>> enable<<VB>> country<<NN>> win<<VB>> war<<NN>> worker<<NN>>
What are the lives of you two and this sailor to that?,are<<VBP>> lives<<NNS>> two<<CD>> sailor<<NN>>
"Less than the flies I crush with my hand, less than midges in the sunbeam!""",Less<<JJR>> flies<<NNS>> crush<<VBP>> hand<<NN>> less<<JJR>> midges<<NNS>> sunbeam<<NN>>
He suddenly gripped himself.,suddenly<<RB>> gripped<<VBD>>
"""But that is not now the important thing,"" he resumed, almost coldly.",is<<VBZ>> not<<RB>> now<<RB>> important<<JJ>> thing<<NN>> resumed<<VBD>> almost<<RB>> coldly<<RB>>
"""Not that nor my shooting.",Not<<RB>> shooting<<NN>>
Let us squarely the situation face.,Let<<VB>> squarely<<RB>> situation<<NN>> face<<NN>>
"My proposal is so: that we join interests, and what you call see it through together; find our way through this place and those secrets learn of which I have spoken, if we can.",proposal<<NN>> is<<VBZ>> so<<RB>> join<<VBP>> interests<<NNS>> call<<VBP>> see<<VB>> together<<RB>> find<<VB>> way<<NN>> place<<NN>> secrets<<NNS>> learn<<VBP>> have<<VBP>> spoken<<VBN>> can<<MD>>
"And when that is done we will go our ways, to his own land each, to make use of them for our lands as each of us may.",when<<WRB>> is<<VBZ>> done<<VBN>> will<<MD>> go<<VB>> ways<<NNS>> own<<JJ>> land<<NN>> make<<VB>> use<<NN>> lands<<NNS>> may<<MD>>
"On my part, I offer my knowledge--and it is very valuable, Dr. Goodwin--and my training.",part<<NN>> offer<<VBP>> knowledge<<NN>> is<<VBZ>> very<<RB>> valuable<<JJ>> Dr.<<NNP>> Goodwin<<NNP>> training<<NN>>
"You and Lieutenant O'Keefe do the same, and this man Olaf, what he can of his strength, for I do not think his usefulness lies in his brains, no.""",Lieutenant<<NNP>> O'Keefe<<NNP>> do<<VBP>> same<<JJ>> man<<NN>> Olaf<<NNP>> can<<MD>> strength<<NN>> do<<VBP>> not<<RB>> think<<VB>> usefulness<<JJ>> lies<<NNS>> brains<<NNS>>
"""In effect, Goodwin,"" broke in Larry as I hesitated, ""the professor's proposition is this: he wants to know what's going on here but he begins to realize it's no one man's job and besides we have the drop on him.",effect<<NN>> Goodwin<<NNP>> broke<<VBD>> Larry<<NNP>> hesitated<<VBD>> professor<<NN>> 's<<POS>> proposition<<NN>> is<<VBZ>> wants<<VBZ>> know<<VB>> 's<<VBZ>> going<<VBG>> here<<RB>> begins<<VBZ>> realize<<VB>> 's<<VBZ>> one<<NN>> man<<NN>> 's<<POS>> job<<NN>> have<<VBP>> drop<<NN>>
"We're three to his one, and we have all his hardware and cutlery.",'re<<VBP>> three<<CD>> one<<CD>> have<<VBP>> hardware<<NN>> cutlery<<NN>>
But also we can do better with him than without him--just as he can do better with us than without us.,also<<RB>> can<<MD>> do<<VB>> better<<RB>> just<<RB>> can<<MD>> do<<VB>> better<<JJR>>
It's an even break--for a while.,'s<<VBZ>> even<<RB>> break<<NN>> while<<NN>>
"But once he gets that information he's looking for, then look out.",once<<RB>> gets<<VBZ>> information<<NN>> 's<<VBZ>> looking<<VBG>> then<<RB>> look<<VB>>
You and Olaf and I are the wolves and the flies and the midges again--and the strafing will be about due.,Olaf<<NNP>> are<<VBP>> wolves<<NNS>> flies<<NNS>> midges<<NNS>> again<<RB>> strafing<<NN>> will<<MD>> be<<VB>> due<<JJ>>
"Nevertheless, with three to one against him, if he can get away with it he deserves to.",Nevertheless<<RB>> three<<CD>> one<<CD>> can<<MD>> get<<VB>> away<<RB>> deserves<<VBZ>>
"I'm for taking him up, if you are.""",'m<<VBP>> taking<<VBG>> up<<RB>> are<<VBP>>
There was almost a twinkle in Marakinoff's eyes.,was<<VBD>> almost<<RB>> twinkle<<NN>> Marakinoff<<NNP>> 's<<POS>> eyes<<NNS>>
"""It is not just as I would have put it, perhaps,"" he said, ""but in its skeleton he has right.",is<<VBZ>> not<<RB>> just<<RB>> would<<MD>> have<<VB>> put<<VBN>> perhaps<<RB>> said<<VBD>> skeleton<<NN>> has<<VBZ>> right<<RB>>
Nor will I turn my hand against you while we are still in danger here.,will<<MD>> turn<<VB>> hand<<NN>> are<<VBP>> still<<RB>> danger<<NN>> here<<RB>>
"I pledge you my honor on this.""",pledge<<VBP>> honor<<NN>>
Larry laughed.,Larry<<NNP>> laughed<<VBD>>
"""All right, Professor,"" he grinned.",right<<NN>> Professor<<NNP>> grinned<<VBD>>
"""I believe you mean every word you say.",believe<<VBP>> mean<<VBP>> word<<NN>> say<<VBP>>
"Nevertheless, I'll just keep the guns.""",Nevertheless<<RB>> 'll<<MD>> just<<RB>> keep<<VB>> guns<<NN>>
"Marakinoff bowed, imperturbably.",Marakinoff<<NNP>> bowed<<VBD>> imperturbably<<RB>>
"""And now,"" he said, ""I will tell you what I know.",now<<RB>> said<<VBD>> will<<MD>> tell<<VB>> know<<VBP>>
"I found the secret of the door mechanism even as you did, Dr. Goodwin.",found<<VBD>> secret<<NN>> door<<NN>> mechanism<<NN>> even<<RB>> did<<VBD>> Dr.<<NNP>> Goodwin<<NNP>>
"But by carelessness, my condensers were broken.",carelessness<<NN>> condensers<<NNS>> were<<VBD>> broken<<VBN>>
I was forced to wait while I sent for others--and the waiting might be for months.,was<<VBD>> forced<<VBN>> wait<<VB>> sent<<VBD>> others<<NNS>> waiting<<NN>> might<<MD>> be<<VB>> months<<NNS>>
"I took certain precautions, and on the first night of this full moon I hid myself within the vault of Chau-ta-leur.""",took<<VBD>> certain<<JJ>> precautions<<NNS>> first<<JJ>> night<<NN>> full<<JJ>> moon<<NN>> hid<<VBP>> vault<<NN>> Chau-ta-leur<<NNP>>
An involuntary thrill of admiration for the man went through me at the manifest heroism of this leap in the dark.,involuntary<<JJ>> thrill<<NN>> admiration<<NN>> man<<NN>> went<<VBD>> manifest<<JJS>> heroism<<NN>> leap<<NN>> dark<<NN>>
I could see it reflected in Larry's face.,could<<MD>> see<<VB>> reflected<<VBD>> Larry<<NNP>> 's<<POS>> face<<NN>>
"""I hid in the vault,"" continued Marakinoff, ""and I saw that which comes from here come out.",hid<<VBP>> vault<<NN>> continued<<VBD>> Marakinoff<<NNP>> saw<<VBD>> comes<<VBZ>> here<<RB>> come<<VBN>>
I waited--long hours.,waited<<VBD>> long<<JJ>> hours<<NNS>>
"At last, when the moon was low, it returned--ecstatically--with a man, a native, in embrace enfolded.",last<<JJ>> when<<WRB>> moon<<NN>> was<<VBD>> low<<JJ>> returned<<VBD>> ecstatically<<RB>> man<<NN>> native<<JJ>> embrace<<NN>> enfolded<<VBN>>
"It passed through the door, and soon then the moon became low and the door closed.",passed<<VBD>> door<<NN>> soon<<RB>> then<<RB>> moon<<NN>> became<<VBD>> low<<JJ>> door<<NN>> closed<<VBD>>
"""The next night more confidence was mine, yes.",next<<JJ>> night<<NN>> more<<JJR>> confidence<<NN>> was<<VBD>> mine<<JJ>>
"And after that which comes had gone, I looked through its open door.",comes<<VBZ>> had<<VBD>> gone<<VBN>> looked<<VBD>> open<<JJ>> door<<NN>>
"I said, 'It will not return for three hours.",said<<VBD>> 'It<<''>> will<<MD>> not<<RB>> return<<VB>> three<<CD>> hours<<NNS>>
"While it is away, why shall I not into its home go through the door it has left open?'",is<<VBZ>> away<<RB>> why<<WRB>> shall<<MD>> not<<RB>> home<<NN>> go<<VBP>> door<<NN>> has<<VBZ>> left<<VBN>> '<<''>>
So I went--even to here.,So<<RB>> went<<VBD>> even<<RB>> here<<RB>>
I looked at the pillars of light and I tested the liquid of the Pool on which they fell.,looked<<VBD>> pillars<<NNS>> light<<NN>> tested<<VBD>> liquid<<NN>> Pool<<NNP>> fell<<VBD>>
"That liquid, Dr. Goodwin, is not water, and it is not any fluid known on earth.""",liquid<<NN>> Dr.<<NNP>> Goodwin<<NNP>> is<<VBZ>> not<<RB>> water<<NN>> is<<VBZ>> not<<RB>> fluid<<NN>> known<<VBN>> earth<<NN>>
"He handed me a small vial, its neck held in a long thong.",handed<<VBD>> small<<JJ>> vial<<NN>> neck<<NN>> held<<VBN>> long<<JJ>> thong<<NN>>
"""Take this,"" he said, ""and see.""",Take<<VB>> said<<VBD>> see<<VB>>
"Wonderingly, I took the bottle; dipped it down into the Pool.",Wonderingly<<RB>> took<<VBD>> bottle<<NN>> dipped<<VBD>> Pool<<NNP>>
"The liquid was extraordinarily light; seemed, in fact, to give the vial buoyancy.",liquid<<NN>> was<<VBD>> extraordinarily<<RB>> light<<JJ>> seemed<<VBN>> fact<<NN>> give<<VB>> vial<<JJ>> buoyancy<<NN>>
I held it to the light.,held<<VBD>> light<<NN>>
"It was striated, streaked, as though little living, pulsing veins ran through it.",was<<VBD>> striated<<VBN>> streaked<<VBN>> little<<JJ>> living<<NN>> pulsing<<VBG>> veins<<NNS>> ran<<VBD>>
"And its blueness, even in the vial, held an intensity of luminousness.",blueness<<NN>> even<<RB>> vial<<NN>> held<<VBD>> intensity<<NN>> luminousness<<NN>>
"""Radioactive,"" said Marakinoff.",Radioactive<<JJ>> said<<VBD>> Marakinoff<<NNP>>
"""Some liquid that is intensely radioactive; but what it is I know not at all.",liquid<<NN>> is<<VBZ>> intensely<<RB>> radioactive<<JJ>> is<<VBZ>> know<<VBP>> not<<RB>>
Upon the living skin it acts like radium raised to the nth power and with an element most mysterious added.,living<<NN>> skin<<NN>> acts<<VBZ>> radium<<NN>> raised<<VBN>> nth<<JJ>> power<<NN>> element<<NN>> most<<RBS>> mysterious<<JJ>> added<<VBD>>
"The solution with which I treated him,"" he pointed to Huldricksson, ""I had prepared before I came here, from certain information I had.",solution<<NN>> treated<<VBD>> pointed<<VBD>> Huldricksson<<NNP>> had<<VBD>> prepared<<VBN>> came<<VBD>> here<<RB>> certain<<JJ>> information<<NN>> had<<VBD>>
It is largely salts of radium and its base is Loeb's formula for the neutralization of radium and X-ray burns.,is<<VBZ>> largely<<RB>> salts<<NNS>> radium<<NN>> base<<NN>> is<<VBZ>> Loeb<<NNP>> 's<<POS>> formula<<NN>> neutralization<<NN>> radium<<NN>> X-ray<<JJ>> burns<<NNS>>
"Taking this man at once, before the degeneration had become really active, I could negative it.",Taking<<VBG>> man<<NN>> once<<RB>> degeneration<<NN>> had<<VBD>> become<<VBN>> really<<RB>> active<<JJ>> could<<MD>> negative<<VB>>
"But after two hours I could have done nothing.""",two<<CD>> hours<<NNS>> could<<MD>> have<<VB>> done<<VBN>> nothing<<NN>>
He paused a moment.,paused<<VBD>> moment<<NN>>
"""Next I studied the nature of these luminous walls.",Next<<JJ>> studied<<VBD>> nature<<NN>> luminous<<JJ>> walls<<NNS>>
"I concluded that whoever had made them, knew the secret of the Almighty's manufacture of light from the ether itself!",concluded<<VBD>> whoever<<NN>> had<<VBD>> made<<VBN>> knew<<VBD>> secret<<NN>> Almighty<<NNP>> 's<<POS>> manufacture<<NN>> light<<NN>> ether<<NN>>
Colossal!,Colossal<<NN>>
Da!,Da<<NN>>
"But the substance of these blocks confines an atomic--how would you say--atomic manipulation, a conscious arrangement of electrons, light-emitting and perhaps indefinitely so.",substance<<NN>> blocks<<NNS>> confines<<VBP>> atomic<<JJ>> how<<WRB>> would<<MD>> say<<VB>> atomic<<JJ>> manipulation<<NN>> conscious<<JJ>> arrangement<<NN>> electrons<<NNS>> light-emitting<<JJ>> perhaps<<RB>> indefinitely<<RB>> so<<RB>>
These blocks are lamps in which oil and wick are electrons drawing light waves from ether itself!,blocks<<NNS>> are<<VBP>> lamps<<NNS>> oil<<NN>> wick<<NN>> are<<VBP>> electrons<<NNS>> drawing<<VBG>> light<<JJ>> waves<<NNS>> ether<<JJR>>
"A Prometheus, indeed, this discoverer!",Prometheus<<NNP>> indeed<<RB>> discoverer<<NN>>
I looked at my watch and that little guardian warned me that it was time to go.,looked<<VBD>> watch<<NN>> little<<JJ>> guardian<<JJ>> warned<<VBD>> was<<VBD>> time<<NN>> go<<VB>>
I went.,went<<VBD>>
That which comes forth returned--this time empty-handed.,comes<<VBZ>> forth<<RB>> returned<<VBN>> time<<NN>> empty-handed<<JJ>>
"""And the next night I did the same thing.",next<<JJ>> night<<NN>> did<<VBD>> same<<JJ>> thing<<NN>>
"Engrossed in research, I let the moments go by to the danger point, and scarcely was I replaced within the vault when the shining thing raced over the walls, and in its grip the woman and child.",Engrossed<<VBN>> research<<NN>> let<<VBP>> moments<<NNS>> go<<VB>> danger<<NN>> point<<NN>> scarcely<<RB>> was<<VBD>> replaced<<VBD>> vault<<NN>> when<<WRB>> shining<<VBG>> thing<<NN>> raced<<VBD>> walls<<NNS>> grip<<NN>> woman<<NN>> child<<NN>>
"""Then you came--and that is all.",Then<<RB>> came<<VBD>> is<<VBZ>>
"And now--what is it you know?""",now<<RB>> is<<VBZ>> know<<VBP>>
Very briefly I went over my story.,Very<<RB>> briefly<<NN>> went<<VBD>> story<<NN>>
"His eyes gleamed now and then, but he did not interrupt me.",eyes<<NNS>> gleamed<<VBN>> now<<RB>> then<<RB>> did<<VBD>> not<<RB>> interrupt<<VB>>
"""A great secret!",great<<JJ>> secret<<NN>>
"A colossal secret!""",colossal<<NN>> secret<<NN>>
"he muttered, when I had ended.",muttered<<VBD>> when<<WRB>> had<<VBD>> ended<<VBN>>
"""We cannot leave it hidden.""",can<<MD>> not<<RB>> leave<<VB>>
"""The first thing to do is to try the door,"" said Larry, matter of fact.",first<<JJ>> thing<<NN>> do<<VB>> is<<VBZ>> try<<VB>> door<<NN>> said<<VBD>> Larry<<NNP>> matter<<NN>> fact<<NN>>
"""There is no use, my young friend,"" assured Marakinoff mildly.",is<<VBZ>> use<<NN>> young<<JJ>> friend<<NN>> assured<<VBD>> Marakinoff<<NNP>> mildly<<RB>>
"""Nevertheless we'll try,"" said Larry.",Nevertheless<<RB>> 'll<<MD>> try<<VB>> said<<VBD>> Larry<<NNP>>
"We retraced our way through the winding tunnel to the end, but soon even O'Keefe saw that any idea of moving the slab from within was hopeless.",retraced<<VBD>> way<<NN>> winding<<NN>> tunnel<<NN>> end<<NN>> soon<<RB>> even<<RB>> O'Keefe<<NNP>> saw<<VBD>> idea<<NN>> moving<<VBG>> slab<<NN>> was<<VBD>> hopeless<<NN>>
We returned to the Chamber of the Pool.,returned<<VBD>> Chamber<<NNP>> Pool<<NNP>>
"The pillars of light were fainter, and we knew that the moon was sinking.",pillars<<NNS>> light<<NN>> were<<VBD>> fainter<<JJ>> knew<<VBD>> moon<<NN>> was<<VBD>> sinking<<VBG>>
On the world outside before long dawn would be breaking.,world<<NN>> long<<JJ>> dawn<<NN>> would<<MD>> be<<VB>> breaking<<VBG>>
I began to feel thirst--and the blue semblance of water within the silvery rim seemed to glint mockingly as my eyes rested on it.,began<<VBD>> feel<<VB>> thirst<<RB>> blue<<JJ>> semblance<<NN>> water<<NN>> silvery<<NN>> rim<<NN>> seemed<<VBD>> glint<<VB>> mockingly<<RB>> eyes<<NNS>> rested<<VBN>>
"""Da!""",Da<<NN>>
"it was Marakinoff, reading my thoughts uncannily.",was<<VBD>> Marakinoff<<NNP>> reading<<VBG>> thoughts<<NNS>> uncannily<<RB>>
"""Da!",Da<<NN>>
We will be thirsty.,will<<MD>> be<<VB>> thirsty<<JJ>>
"And it will be very bad for him of us who loses control and drinks of that, my friend.",will<<MD>> be<<VB>> very<<RB>> bad<<JJ>> loses<<VBZ>> control<<NN>> drinks<<NNS>> friend<<NN>>
"Da!""",Da<<NN>>
Larry threw back his shoulders as though shaking a burden from them.,Larry<<NNP>> threw<<VBD>> shoulders<<NNS>> shaking<<VBG>> burden<<NN>>
"""This place would give an angel of joy the willies,"" he said.",place<<NN>> would<<MD>> give<<VB>> angel<<NN>> joy<<NN>> willies<<NNS>> said<<VBD>>
"""I suggest that we look around and find something that will take us somewhere.",suggest<<VBP>> look<<VBP>> around<<RB>> find<<VB>> something<<NN>> will<<MD>> take<<VB>> somewhere<<RB>>
